Longitude,Latitude,x,y,PM25 Annual Ground,PM25 Winter Ground,PM25 Spring Ground,PM25 Summer Ground,PM25 Fall Ground,SO2 Annual Ground,SO2 Winter Ground,SO2 Spring Ground,SO2 Summer Ground,SO2 Fall Ground,NOX Annual Ground,NOX Winter Ground,NOX Spring Ground,NOX Summer Ground,NOX Fall Ground,NH3 Annual Ground,NH3 Winter Ground,NH3 Spring Ground,NH3 Summer Ground,NH3 Fall Ground,PM25 Annual 150m,PM25 Winter 150m,PM25 Spring 150m,PM25 Summer 150m,PM25 Fall 150m,SO2 Annual 150m,SO2 Winter 150m,SO2 Spring 150m,SO2 Summer 150m,SO2 Fall 150m,NOX Annual 150m,NOX Winter 150m,NOX Spring 150m,NOX Summer 150m,NOX Fall 150m,NH3 Annual 150m,NH3 Winter 150m,NH3 Spring 150m,NH3 Summer 150m,NH3 Fall 150m,PM25 Annual 300m,PM25 Winter 300m,PM25 Spring 300m,PM25 Summer 300m,PM25 Fall 300m,SO2 Annual 300m,SO2 Winter 300m,SO2 Spring 300m,SO2 Summer 300m,SO2 Fall 300m,NOX Annual 300m,NOX Winter 300m,NOX Spring 300m,NOX Summer 300m,NOX Fall 300m,NH3 Annual 300m,NH3 Winter 300m,NH3 Spring 300m,NH3 Summer 300m,NH3 Fall 300m
-103.445511,48.311517,64,85,25535.7092059,42173.5046641,11197.1635957,10900.9813445,37857.1397127,18277.8341588,32329.9857466,13059.4373008,10753.0394085,16760.3025536,4310.8232771,12159.5001795,912.513815279,674.835553975,3393.17060775,14301.3173346,28420.7369784,3620.91073936,1867.15896376,23294.3395402,23951.8618761,41959.8026047,8989.13433279,9216.84513792,35623.0838792,20274.3019884,36931.1204014,11892.3778339,11691.9968014,20121.179874,5218.00308876,16786.8884832,709.430604509,524.997594001,2795.58871629,19403.3558398,39193.5843339,4640.47582204,2502.74284656,31265.2903764,23051.727016,39966.9117424,8674.32751217,8934.71233745,34599.7203717,19895.4408963,37984.015578,11954.9387437,10162.2004394,19118.127087,4808.14354196,15271.840104,689.59933881,492.730458982,2710.02227084,21384.3633076,40964.875323,4959.35102568,2965.91861315,36521.055412
-103.91162,46.173979,62,78,20601.600068,30113.8891955,10826.3924917,9513.67035348,31943.8854569,12834.964963,15584.4768363,10478.4591505,8232.1642271,16930.0911676,2766.77612015,5680.33587705,583.355233019,358.326881654,4401.04326086,8879.8966412,16448.3843327,3019.78464489,2017.38808985,14033.0995152,18134.0529322,27110.0174327,8200.04129556,7527.62515691,29677.2319681,14776.787202,18956.7224169,11200.0212111,9092.77385662,19667.1909939,3080.36231905,7122.375594,508.81596515,314.568137746,4275.75644405,10035.4171035,17809.6003581,3376.86308329,2306.63536064,16647.2647407,17792.2852565,26372.2624309,7878.83265289,7256.48196449,29628.2102771,14784.518242,20571.7892452,11209.3673657,8672.30495485,18440.8152515,2895.48471724,6734.91803398,506.743790247,296.886315647,3952.39108739,10805.902801,18439.7620501,3539.17861637,2631.97008921,18585.3782736
-103.273248,47.930663,64,83,27081.1246407,44059.4515115,12338.9964523,13143.0706992,38769.2228693,16571.4447945,25899.7226519,12688.2630435,10221.9024624,17322.3186362,4122.456056,11102.0789882,798.793701089,495.999066406,4007.52983706,13973.6440939,28633.2305715,4025.29148158,2590.49463801,20643.8168764,24417.1890389,42004.3416918,9542.41900101,10234.1186793,35868.788492,18461.1438348,29589.9731297,12507.7910201,10921.9729689,20503.2739209,4647.5696892,13922.6505493,653.594519779,401.724161965,3539.84948778,17080.6863123,34820.1023687,4761.60953577,3068.90070528,25669.6175169,23505.8382609,39820.1685646,9176.74464489,9796.95266284,35197.8097936,18073.692264,30295.8031321,12456.8230216,9954.02971327,19309.6901948,4314.65325138,12809.3903687,641.749336822,363.946621954,3367.49542478,18311.7823421,35420.2926177,5018.17652866,3467.35395524,29283.490908
-103.803338,47.849,63,83,25695.7196071,39390.88735,12136.9273977,13043.4282839,38205.3461752,16226.9561728,24175.801148,12602.7195537,9983.45449304,17981.6100971,3967.20537597,9885.14296099,800.907789253,547.193813795,4548.92053068,12087.8082903,22977.1023371,3614.78380016,2127.8864079,19630.4237736,23274.5905497,37939.4032357,9302.81835799,10411.6330954,35425.1372178,18230.3803778,28354.339005,12301.5747747,10926.5887127,20997.0220362,4497.93038212,12775.0464411,653.832713918,443.2643987,4028.00604842,14969.1250798,29005.2619421,4298.98961831,2569.24666482,23992.859305,22490.7206493,36245.756886,8922.11160044,10030.7335937,34732.3986329,18144.8486359,29913.2475906,12305.3225489,10141.031919,19912.5042595,4178.17841794,11741.9907522,644.46701103,419.384728981,3811.54641844,16199.3467774,30164.4256159,4538.54640394,2979.14409707,27040.7017529
-102.792614,48.285798,65,84,26290.8734785,41714.9118024,11969.5589014,13125.7468069,38341.1458016,17834.861096,30662.9331784,13036.0335638,11325.4574321,16155.1049974,4043.57857843,11309.8521269,924.156260343,660.677215073,3190.24649898,14170.5795699,28207.0379115,3713.00095886,2278.04545005,22481.864718,24318.5526244,41411.1983542,9451.91787391,10537.7100743,35857.7814407,20080.4773789,35621.7697629,12513.0070747,12244.0824106,19558.6731921,5040.79086691,16187.2895582,739.820047078,525.990650229,2656.55356691,19060.5882918,38549.3977422,4678.88785982,2834.6107558,30169.7039841,23509.4884523,39524.0741862,9114.7726719,10151.1570896,35219.9333448,19925.1016477,37218.7864354,12504.6347605,11131.2546705,18524.7141526,4658.20594039,14781.9666372,719.333949093,483.495832445,2584.21192676,21147.2871392,40426.690785,5020.68810163,3300.19870492,35743.3644229
-101.509663,32.370585,65,35,34016.164138,43808.6857657,20270.5148857,22074.7221846,49821.4152615,10006.9525606,15222.24932,6752.90643028,8195.16577516,9706.06632032,1322.55606977,3558.3800104,456.248043176,208.702283529,1041.50293408,13569.5603298,20085.8682495,7302.89213193,8633.2877664,18239.779863,24475.8338893,32964.8890635,13128.8253351,13798.3793275,37913.998795,11196.7387674,17035.642936,7651.9855163,8634.11872718,11169.531902,1352.64099673,3798.03843094,371.0916481,218.09112891,948.403812489,12112.3675201,17525.013769,5988.14172938,7679.71291852,17236.7986338,22537.0555722,30106.9025304,12573.2688136,12737.1356682,34615.8696992,11405.4103906,18538.1964333,7762.913022,7710.66899255,11294.6465879,1259.28513486,3482.22835427,371.50135142,237.411220801,881.921083346,11954.2987742,17073.5895032,6114.66493133,7028.07137928,17551.6509471
-103.940746,46.21092,62,78,20601.600068,30113.8891955,10826.3924917,9513.67035348,31943.8854569,12834.964963,15584.4768363,10478.4591505,8232.1642271,16930.0911676,2766.77612015,5680.33587705,583.355233019,358.326881654,4401.04326086,8879.8966412,16448.3843327,3019.78464489,2017.38808985,14033.0995152,18134.0529322,27110.0174327,8200.04129556,7527.62515691,29677.2319681,14776.787202,18956.7224169,11200.0212111,9092.77385662,19667.1909939,3080.36231905,7122.375594,508.81596515,314.568137746,4275.75644405,10035.4171035,17809.6003581,3376.86308329,2306.63536064,16647.2647407,17792.2852565,26372.2624309,7878.83265289,7256.48196449,29628.2102771,14784.518242,20571.7892452,11209.3673657,8672.30495485,18440.8152515,2895.48471724,6734.91803398,506.743790247,296.886315647,3952.39108739,10805.902801,18439.7620501,3539.17861637,2631.97008921,18585.3782736
-103.216056,47.961845,64,83,27081.1246407,44059.4515115,12338.9964523,13143.0706992,38769.2228693,16571.4447945,25899.7226519,12688.2630435,10221.9024624,17322.3186362,4122.456056,11102.0789882,798.793701089,495.999066406,4007.52983706,13973.6440939,28633.2305715,4025.29148158,2590.49463801,20643.8168764,24417.1890389,42004.3416918,9542.41900101,10234.1186793,35868.788492,18461.1438348,29589.9731297,12507.7910201,10921.9729689,20503.2739209,4647.5696892,13922.6505493,653.594519779,401.724161965,3539.84948778,17080.6863123,34820.1023687,4761.60953577,3068.90070528,25669.6175169,23505.8382609,39820.1685646,9176.74464489,9796.95266284,35197.8097936,18073.692264,30295.8031321,12456.8230216,9954.02971327,19309.6901948,4314.65325138,12809.3903687,641.749336822,363.946621954,3367.49542478,18311.7823421,35420.2926177,5018.17652866,3467.35395524,29283.490908
-104.015373,32.190017,59,35,18320.856521,25010.8663259,9622.90217918,10198.0542301,28356.4318386,8007.77531179,13615.6325728,5250.19180089,6090.86185328,6953.21094282,779.271598057,2382.87795665,241.367099872,110.090918562,368.236393352,7165.01739854,11204.2267024,3840.00016249,4028.70589109,9582.26041112,14501.7845744,20041.1388281,6593.10975388,6902.20204166,24396.5533027,9659.13480928,17898.8916998,5543.43615239,6429.87032966,8281.55031489,1007.06793783,3338.02387097,197.229019996,120.926229395,339.6521136,7249.74705799,10475.7300129,3731.15648879,4205.86531413,10540.0210852,14103.0952244,19296.8120198,6483.55644104,6462.93182885,24076.5993776,11229.5025518,24253.8212538,5663.74096096,5485.52964798,9127.47105944,937.624445928,3084.48221968,201.876237279,116.632023904,311.76044931,7869.80395743,10817.7418031,4054.673512,3980.17746489,12480.2686802
-103.213528,47.817032,64,83,27081.1246407,44059.4515115,12338.9964523,13143.0706992,38769.2228693,16571.4447945,25899.7226519,12688.2630435,10221.9024624,17322.3186362,4122.456056,11102.0789882,798.793701089,495.999066406,4007.52983706,13973.6440939,28633.2305715,4025.29148158,2590.49463801,20643.8168764,24417.1890389,42004.3416918,9542.41900101,10234.1186793,35868.788492,18461.1438348,29589.9731297,12507.7910201,10921.9729689,20503.2739209,4647.5696892,13922.6505493,653.594519779,401.724161965,3539.84948778,17080.6863123,34820.1023687,4761.60953577,3068.90070528,25669.6175169,23505.8382609,39820.1685646,9176.74464489,9796.95266284,35197.8097936,18073.692264,30295.8031321,12456.8230216,9954.02971327,19309.6901948,4314.65325138,12809.3903687,641.749336822,363.946621954,3367.49542478,18311.7823421,35420.2926177,5018.17652866,3467.35395524,29283.490908
-102.778716,47.806999,65,83,27009.673076,42834.4807827,12609.9208939,13227.0778844,39346.6302206,17313.5934412,28402.8198629,13214.7115341,10792.9223762,16679.936526,4133.97157093,11294.9214606,937.594182837,612.766901689,3601.8463152,14205.0529964,28693.6690448,3847.30985044,2573.27400784,21704.1646085,24729.2250322,42088.9363863,9903.95016048,10409.5087763,36494.6105221,19525.6865733,33181.6908664,12895.8834845,11566.3296502,20058.8965174,4936.89990548,15355.1072857,759.405474495,465.135370737,3105.87127421,18154.4740557,37008.9911497,4757.63304485,3056.26376331,27789.0599009,23894.4216676,40068.3149003,9541.14247559,9957.05426819,35977.7813771,19491.248212,35246.2025491,12854.7484692,10555.6137422,18991.8418305,4566.04060422,14068.2310468,740.214213075,413.761052821,2972.89557182,19807.9257106,38278.1153282,5073.51302347,3522.63600145,32291.0376618
-102.605088,47.7597,65,83,27009.673076,42834.4807827,12609.9208939,13227.0778844,39346.6302206,17313.5934412,28402.8198629,13214.7115341,10792.9223762,16679.936526,4133.97157093,11294.9214606,937.594182837,612.766901689,3601.8463152,14205.0529964,28693.6690448,3847.30985044,2573.27400784,21704.1646085,24729.2250322,42088.9363863,9903.95016048,10409.5087763,36494.6105221,19525.6865733,33181.6908664,12895.8834845,11566.3296502,20058.8965174,4936.89990548,15355.1072857,759.405474495,465.135370737,3105.87127421,18154.4740557,37008.9911497,4757.63304485,3056.26376331,27789.0599009,23894.4216676,40068.3149003,9541.14247559,9957.05426819,35977.7813771,19491.248212,35246.2025491,12854.7484692,10555.6137422,18991.8418305,4566.04060422,14068.2310468,740.214213075,413.761052821,2972.89557182,19807.9257106,38278.1153282,5073.51302347,3522.63600145,32291.0376618
-102.005383,31.798036,64,34,44405.0604353,55264.5316292,29122.4053616,31199.8815994,61919.5540056,9939.37367523,15415.6976738,6656.00082661,7697.63132164,9846.91249536,1290.6447788,3363.23391093,497.770650325,207.883290927,1068.09242435,17968.7335391,27234.026914,10559.1722654,11570.7993532,22488.3763416,29455.1421321,37621.1457272,17391.3938047,18572.693197,44133.4830292,10904.9211324,17010.0770642,7214.8363754,8149.37367381,10973.3169244,1318.48285498,3606.59201261,398.310506179,222.502190425,973.409893043,13833.3104383,20167.8724184,7258.07863736,8978.00395323,18901.0584279,26387.1837622,33636.5790622,16230.4031439,16970.3247338,38594.5115709,11061.1118843,17993.937376,7331.67372184,7400.18189174,11213.3009963,1231.64728841,3308.97082231,397.812245154,245.98982883,909.540725411,12729.2935188,18386.6090194,7029.60116183,7782.28014084,17683.7207088
-102.700136,48.153932,65,84,26290.8734785,41714.9118024,11969.5589014,13125.7468069,38341.1458016,17834.861096,30662.9331784,13036.0335638,11325.4574321,16155.1049974,4043.57857843,11309.8521269,924.156260343,660.677215073,3190.24649898,14170.5795699,28207.0379115,3713.00095886,2278.04545005,22481.864718,24318.5526244,41411.1983542,9451.91787391,10537.7100743,35857.7814407,20080.4773789,35621.7697629,12513.0070747,12244.0824106,19558.6731921,5040.79086691,16187.2895582,739.820047078,525.990650229,2656.55356691,19060.5882918,38549.3977422,4678.88785982,2834.6107558,30169.7039841,23509.4884523,39524.0741862,9114.7726719,10151.1570896,35219.9333448,19925.1016477,37218.7864354,12504.6347605,11131.2546705,18524.7141526,4658.20594039,14781.9666372,719.333949093,483.495832445,2584.21192676,21147.2871392,40426.690785,5020.68810163,3300.19870492,35743.3644229
-103.253913,32.022637,61,34,22485.5730027,30846.3744393,12125.3059537,12734.1917769,34162.4395202,8996.84034379,15157.978282,6056.77606982,6741.10112416,7895.13001384,941.267869282,2775.99578013,351.942627586,152.988988173,465.800146773,9001.00886153,14086.1876673,4926.56321442,4374.79633279,12605.5162178,17374.1914993,24538.4911563,7933.04567555,8599.61046748,28332.9482669,10235.461935,18216.7259871,5991.70090003,7183.10703978,9123.07390297,1114.74083817,3567.70093888,268.057129369,166.166348128,419.721019854,8911.94309919,13429.4432361,4471.5648251,4448.2360493,13233.3800081,16398.204247,23093.8110845,7667.97562663,8048.34314206,26671.4060226,11136.9089838,22041.1747035,6116.65153746,6188.98987552,9837.56215393,1036.39903613,3272.92169379,271.01811465,165.65511764,393.877070684,9391.09890899,13704.6541017,4740.30589636,4186.30967337,14766.7143701
-103.003259,47.98968,64,83,27081.1246407,44059.4515115,12338.9964523,13143.0706992,38769.2228693,16571.4447945,25899.7226519,12688.2630435,10221.9024624,17322.3186362,4122.456056,11102.0789882,798.793701089,495.999066406,4007.52983706,13973.6440939,28633.2305715,4025.29148158,2590.49463801,20643.8168764,24417.1890389,42004.3416918,9542.41900101,10234.1186793,35868.788492,18461.1438348,29589.9731297,12507.7910201,10921.9729689,20503.2739209,4647.5696892,13922.6505493,653.594519779,401.724161965,3539.84948778,17080.6863123,34820.1023687,4761.60953577,3068.90070528,25669.6175169,23505.8382609,39820.1685646,9176.74464489,9796.95266284,35197.8097936,18073.692264,30295.8031321,12456.8230216,9954.02971327,19309.6901948,4314.65325138,12809.3903687,641.749336822,363.946621954,3367.49542478,18311.7823421,35420.2926177,5018.17652866,3467.35395524,29283.490908
-102.877764,31.034085,61,31,20757.4168992,28032.1581012,10349.530962,11502.9219157,33069.937283,7148.35929756,10335.5873568,4984.71400347,6436.91859074,6725.66281206,726.821220797,2048.47534142,234.667479191,110.056532442,500.270386733,8117.35310594,12122.4657379,4331.65751853,4641.17361834,11353.7036445,15688.5937893,21275.5617406,6483.56893353,7715.32328989,27169.2900294,8073.32860215,12535.5935477,5006.54751332,6785.91721485,7732.11168858,789.812549624,2358.32967541,175.524890892,121.322835178,445.905471442,7399.79998804,10174.8914556,3869.55962876,4878.43031985,10644.8355174,14991.0539624,20290.4050668,6264.14206969,7208.11856072,26071.3320747,8519.61839218,14510.4532565,5142.12240808,5791.16050496,8345.17550522,743.564898942,2238.50100628,180.307859175,130.873841845,381.38295146,7845.12330385,10449.7656863,4206.14935516,4575.37172775,12061.3776801
-103.042699,31.353283,61,32,19357.5112,28560.3321442,10018.8975161,10671.7157383,28114.2845552,7364.37908777,11954.2857431,5294.03303083,6288.45528829,5797.10040313,761.475550856,2437.08257408,253.009104474,102.545344086,241.943049628,7851.06509493,12609.763326,4113.65538597,4981.70493175,9682.55598176,15153.211269,22718.4476127,6246.57166443,7020.29271999,24512.8696715,8503.66637272,14936.0016404,5151.51038718,6513.85812779,7029.51475078,878.475543764,2975.75987671,186.628084174,108.08912195,210.600370661,7599.15690465,11216.1961207,3812.04856335,5222.88932482,10100.1790754,14683.54962,21638.1398036,6051.60728941,6531.21881555,24376.6308988,9509.50616209,18890.3446258,5281.93158899,5486.08997192,8022.68566652,820.615460155,2774.35851598,192.720353017,104.491932477,181.286257076,8273.98203111,11576.0749312,4192.69821076,4903.99208077,12282.4604484
-103.637938,31.188421,59,32,15137.2304683,19520.5926446,8331.02178661,8317.65306653,24333.4327447,6039.97724066,9478.0386732,4586.4161634,5346.17782462,4644.91485594,627.157882549,1901.96240756,194.339265271,74.0454857554,325.685609041,5816.55755093,7054.50771243,3583.69108748,4649.73383019,7957.99109893,12154.840407,16711.9912696,4885.54923827,5441.97384179,21473.3804379,7092.55612816,12323.7217267,4630.01768654,5599.58780268,5582.88963397,727.207813347,2349.45085304,153.432085598,72.9458107746,284.692828455,5758.12658345,7319.53475858,3123.95416403,4894.14221833,7632.45262039,12140.8109188,16438.2404917,4699.04154543,5052.14942539,22246.3289036,7921.40833765,15254.5004494,4752.55251599,4741.1285937,6648.59682073,682.116670009,2235.74236447,160.373338897,68.2420655077,230.32214168,6538.73815065,8186.92663579,3455.54880171,4829.88973175,9552.40679232
-102.037242,32.344451,64,35,31715.1881994,41427.3209613,18175.1153909,19934.0218066,47236.845557,9938.63908092,15507.8099242,6661.51724466,7763.2851917,9669.39486398,1297.60377902,3468.9321006,463.100253905,204.682142601,1027.84549479,12676.6735941,19228.2022025,6584.93934932,7314.53817695,17562.4006471,23006.4580911,31108.221703,11859.0844657,12635.0310092,36328.209336,11118.8239154,17481.1453109,7367.06896397,8252.16506975,11067.270282,1332.93366326,3742.28901598,374.468272555,215.170716999,927.615099372,11415.2041073,16646.991262,5529.80832491,6636.49671974,16821.7785411,21177.790271,28552.3934231,11376.4195758,11682.5654483,32987.1367492,11411.4349561,19112.7515355,7493.2791773,7419.37233887,11298.3998307,1241.09850174,3432.4960772,374.303147996,231.262429809,861.773420434,11281.1303576,16168.947042,5681.08451863,6115.58371513,17092.0325874
-103.523584,48.110365,63,84,31225.9109864,47525.1323942,16278.444812,17078.8578584,43990.4201052,17047.3427969,28227.2565444,12062.1801346,10150.9659695,17561.0922481,4067.04238502,11043.1530806,788.442918388,562.637539856,3779.96303105,15140.6054431,30077.3944873,4238.38145817,3465.80185232,22780.1321603,27388.8731153,45108.3440379,11956.4213699,12853.3374338,39620.6505869,19199.5619319,33352.9738061,11279.2281343,10830.3753849,20865.1722581,4877.3574784,15090.2072123,627.405467,409.318597254,3322.53133298,18194.5377786,36676.3087544,4779.01997049,3767.90911238,27548.7224198,26042.9463843,42432.8019357,11303.8604863,12192.7064345,38213.9371025,19318.6627464,36046.9080481,11316.891608,9618.50855736,19936.7434268,4499.47482662,13779.5157862,619.031482181,350.373675153,3173.69252502,19150.3388035,36949.9526099,4981.28467325,4295.53536726,30320.1666437
-103.248252,47.732044,64,83,27081.1246407,44059.4515115,12338.9964523,13143.0706992,38769.2228693,16571.4447945,25899.7226519,12688.2630435,10221.9024624,17322.3186362,4122.456056,11102.0789882,798.793701089,495.999066406,4007.52983706,13973.6440939,28633.2305715,4025.29148158,2590.49463801,20643.8168764,24417.1890389,42004.3416918,9542.41900101,10234.1186793,35868.788492,18461.1438348,29589.9731297,12507.7910201,10921.9729689,20503.2739209,4647.5696892,13922.6505493,653.594519779,401.724161965,3539.84948778,17080.6863123,34820.1023687,4761.60953577,3068.90070528,25669.6175169,23505.8382609,39820.1685646,9176.74464489,9796.95266284,35197.8097936,18073.692264,30295.8031321,12456.8230216,9954.02971327,19309.6901948,4314.65325138,12809.3903687,641.749336822,363.946621954,3367.49542478,18311.7823421,35420.2926177,5018.17652866,3467.35395524,29283.490908
-103.411621,48.254158,64,84,25784.3446685,40981.4012513,11506.9150583,12475.7942051,38155.3322507,17443.9251664,29946.8421442,12115.6591592,10779.9335951,16748.5955152,4037.59835075,11251.7381424,783.96330668,610.111018407,3410.05991768,13639.4626402,27001.1318405,3433.46470141,2424.89084901,21697.4774409,23940.685196,40962.7977699,8968.67493134,10050.2873945,35762.1055176,19632.5771075,35131.2947509,11164.9183989,11624.3223029,20144.678177,4942.77577941,15714.5895803,611.562270236,465.114484361,2923.95321052,17897.6265223,36092.6224677,4363.74311201,2950.19168886,28174.6229505,23137.0569555,39115.9501525,8635.50164439,9679.18118254,35085.7597703,19622.7374009,37443.6998936,11210.851759,10322.5174033,19154.0668552,4564.55588077,14363.3797643,600.027167773,424.540519624,2802.90055616,19668.8538545,37703.5987339,4716.10785542,3468.95189655,32702.482247
-98.054876,27.473032,74,20,41817.9975423,54266.7976508,30957.6364818,32779.8848882,48796.0596507,15709.7897812,31302.6195592,12374.6016573,8334.26638976,10507.7353486,2104.25955203,5922.13422793,1339.30037779,357.453316513,750.700867964,14307.5814595,26444.1016539,6542.57085702,5292.57209377,18925.6097047,31223.7909814,42916.9672623,22122.7884242,19986.5312131,39580.3576508,15595.4707134,28005.9346128,13952.2212561,9028.86565064,11125.8210305,1796.85473836,5038.55871627,1055.53763996,346.69466783,649.842118894,12129.1857047,22251.6962601,6195.30325347,4004.53841472,15924.9451602,28083.9461293,38597.4648801,21534.2748822,18280.9290182,33612.1667447,14639.4086508,21761.2412155,14033.9568797,10389.147565,11953.4645356,1639.09608489,4417.37748409,1067.16997801,388.665489794,599.160957311,11699.2332735,21334.3707628,6196.51234675,3472.97453353,15530.5238915
-102.879682,47.703472,65,83,27009.673076,42834.4807827,12609.9208939,13227.0778844,39346.6302206,17313.5934412,28402.8198629,13214.7115341,10792.9223762,16679.936526,4133.97157093,11294.9214606,937.594182837,612.766901689,3601.8463152,14205.0529964,28693.6690448,3847.30985044,2573.27400784,21704.1646085,24729.2250322,42088.9363863,9903.95016048,10409.5087763,36494.6105221,19525.6865733,33181.6908664,12895.8834845,11566.3296502,20058.8965174,4936.89990548,15355.1072857,759.405474495,465.135370737,3105.87127421,18154.4740557,37008.9911497,4757.63304485,3056.26376331,27789.0599009,23894.4216676,40068.3149003,9541.14247559,9957.05426819,35977.7813771,19491.248212,35246.2025491,12854.7484692,10555.6137422,18991.8418305,4566.04060422,14068.2310468,740.214213075,413.761052821,2972.89557182,19807.9257106,38278.1153282,5073.51302347,3522.63600145,32291.0376618
-102.622603,48.515977,65,85,27537.135104,44566.6350105,13431.2487144,13025.9959005,39119.2794976,18832.5124023,31586.6053823,15368.6253814,11815.7265108,16396.9907385,4352.85852449,12112.8276921,1105.41574584,749.619679356,3351.30930619,15464.0488243,30288.6303812,4987.47573958,1841.34411555,24732.9418341,25346.4956453,43646.492135,10459.7018893,10869.9526856,36395.971918,20793.0597321,35500.6321085,14766.4066187,12878.9236336,19709.5295542,5233.89298274,16656.5931223,882.594022786,622.629602864,2719.3937904,20932.4934587,41914.7886249,5777.76322664,2450.84402604,33574.0948606,24305.9676959,41384.7096009,9986.33230369,10527.680323,35299.6581996,20126.5106578,35302.5154917,14640.5605496,11778.9665131,18503.1508348,4851.04589343,15196.036416,850.546923003,613.380409368,2680.12025801,23062.2983707,43757.4249491,5950.25476962,2834.55396464,39589.6724873
-103.602433,32.112899,60,35,20023.0782833,26882.6722123,9909.32996408,10203.7316965,33023.1443811,8902.92760865,14989.9696954,5719.01941433,6446.69642047,8321.05637339,899.665370799,2530.25850162,302.219759591,142.603025075,603.529538394,7811.18619175,11668.0964339,4153.85065956,3426.76832287,11986.0148297,15689.0473442,21458.9862897,6720.61574099,7152.01930183,27345.9645299,10349.5981737,18635.7717647,5795.7426374,6961.75344492,9591.66857616,1101.49634112,3409.09493268,237.25841237,159.041558702,559.035769877,7934.51873845,11468.6405313,3957.12124806,3642.96752339,12618.480771,14944.6054384,20469.595278,6562.90499463,6753.37652063,25896.8312829,11375.2085457,22970.8935645,5917.11051144,6003.60958937,10222.4021575,1027.22187223,3140.16885794,240.408685277,162.843208275,518.893313844,8446.13020666,11914.458303,4250.87141079,3516.99769868,13962.3907916
-102.465035,48.281282,66,84,29899.2414941,47929.4206191,14468.5923111,15534.2750296,41654.5754654,17922.1952202,29854.2635986,13949.4598471,11477.417922,16258.3790408,4489.14136541,12417.916366,1080.53244255,731.68605882,3632.98315379,16282.4608174,33372.0888773,4308.03685941,2431.29874641,25015.80954,26922.2075648,46308.5436677,11097.3024579,12142.860755,38125.5040893,19975.1919555,33885.7749259,13643.1359096,12433.1203176,19622.8681681,5321.6680091,16828.4146207,871.735359859,581.342759037,2939.30287209,21284.8947904,44056.8990312,5097.43864591,2971.57564221,33005.8242992,25790.8505774,43675.3732431,10590.7506213,11609.8838439,37260.6390079,19622.2012897,34482.6146093,13608.5868086,11608.8472122,18513.3708833,4919.24204022,15366.7346815,843.774911568,523.469867984,2871.67014554,23181.113833,45216.7624388,5358.95848667,3390.91677378,38671.5222977
-102.932112,48.101029,65,84,26290.8734785,41714.9118024,11969.5589014,13125.7468069,38341.1458016,17834.861096,30662.9331784,13036.0335638,11325.4574321,16155.1049974,4043.57857843,11309.8521269,924.156260343,660.677215073,3190.24649898,14170.5795699,28207.0379115,3713.00095886,2278.04545005,22481.864718,24318.5526244,41411.1983542,9451.91787391,10537.7100743,35857.7814407,20080.4773789,35621.7697629,12513.0070747,12244.0824106,19558.6731921,5040.79086691,16187.2895582,739.820047078,525.990650229,2656.55356691,19060.5882918,38549.3977422,4678.88785982,2834.6107558,30169.7039841,23509.4884523,39524.0741862,9114.7726719,10151.1570896,35219.9333448,19925.1016477,37218.7864354,12504.6347605,11131.2546705,18524.7141526,4658.20594039,14781.9666372,719.333949093,483.495832445,2584.21192676,21147.2871392,40426.690785,5020.68810163,3300.19870492,35743.3644229
-103.030061,47.759083,64,83,27081.1246407,44059.4515115,12338.9964523,13143.0706992,38769.2228693,16571.4447945,25899.7226519,12688.2630435,10221.9024624,17322.3186362,4122.456056,11102.0789882,798.793701089,495.999066406,4007.52983706,13973.6440939,28633.2305715,4025.29148158,2590.49463801,20643.8168764,24417.1890389,42004.3416918,9542.41900101,10234.1186793,35868.788492,18461.1438348,29589.9731297,12507.7910201,10921.9729689,20503.2739209,4647.5696892,13922.6505493,653.594519779,401.724161965,3539.84948778,17080.6863123,34820.1023687,4761.60953577,3068.90070528,25669.6175169,23505.8382609,39820.1685646,9176.74464489,9796.95266284,35197.8097936,18073.692264,30295.8031321,12456.8230216,9954.02971327,19309.6901948,4314.65325138,12809.3903687,641.749336822,363.946621954,3367.49542478,18311.7823421,35420.2926177,5018.17652866,3467.35395524,29283.490908
-101.843267,31.886097,64,34,44405.0604353,55264.5316292,29122.4053616,31199.8815994,61919.5540056,9939.37367523,15415.6976738,6656.00082661,7697.63132164,9846.91249536,1290.6447788,3363.23391093,497.770650325,207.883290927,1068.09242435,17968.7335391,27234.026914,10559.1722654,11570.7993532,22488.3763416,29455.1421321,37621.1457272,17391.3938047,18572.693197,44133.4830292,10904.9211324,17010.0770642,7214.8363754,8149.37367381,10973.3169244,1318.48285498,3606.59201261,398.310506179,222.502190425,973.409893043,13833.3104383,20167.8724184,7258.07863736,8978.00395323,18901.0584279,26387.1837622,33636.5790622,16230.4031439,16970.3247338,38594.5115709,11061.1118843,17993.937376,7331.67372184,7400.18189174,11213.3009963,1231.64728841,3308.97082231,397.812245154,245.98982883,909.540725411,12729.2935188,18386.6090194,7029.60116183,7782.28014084,17683.7207088
